passage_id,arret_id,ligne_id,horaire,nb_voyageurs
P01229,A0037,L09,2026-06-01 16:27:56,7
P01230,A0016,L08,2026-06-01 09:28:29,2
P01231,A0005,L03,2026-06-01 18:56:45,10
P01232,A0040,L07,2026-06-01 09:31:48,7
P01233,A0053,L11,2026-06-01 19:30:35,10
P01234,A0049,L01,2026-06-01 19:37:24,39
P01235,A0058,L06,2026-06-01 13:20:03,1
P01236,A0036,L01,2026-06-01 08:22:51,37
P01237,A0004,L11,2026-06-01 06:27:22,22
P01238,A0022,L06,2026-06-01 07:15:15,41
P01239,A0035,L10,2026-06-01 06:55:19,7
P01240,A0037,L03,2026-06-01 08:02:29,42
P01241,A0044,L10,2026-06-01 19:17:01,44
P01242,A0037,L10,2026-06-01 08:24:36,24
P01243,A0006,L10,2026-06-01 09:06:44,43
P01244,A0009,L06,2026-06-01 18:10:39,19
P01245,A0040,L07,2026-06-01 06:53:54,34
P01246,A0026,L05,2026-06-01 08:36:25,14
P01247,A0026,L12,2026-06-01 10:37:21,17
P01248,A0009,L10,2026-06-01 20:27:13,22
P01249,A0010,L11,2026-06-01 21:51:19,27
P01250,A0036,L09,2026-06-01 09:25:16,39
P01251,A0050,L08,2026-06-01 17:56:01,40
P01252,A0028,L09,2026-06-01 20:13:42,29
P01253,A0009,L11,2026-06-01 19:59:36,40
P01254,A0008,L09,2026-06-01 09:09:15,9
P01255,A0059,L05,2026-06-01 15:20:55,4
P01256,A0057,L04,2026-06-01 13:52:18,41
P01257,A0020,L05,2026-06-01 17:25:15,7
P01258,A0019,L04,2026-06-01 08:29:31,35
P01259,A0036,L07,2026-06-01 16:12:10,17
P01260,A0017,L01,2026-06-01 08:42:35,11
P01261,A0055,L01,2026-06-01 20:50:01,3
P01262,A0011,L06,2026-06-01 16:57:26,23
P01263,A0009,L11,2026-06-01 15:53:46,8
P01264,A0029,L02,2026-06-01 16:33:42,37
P01265,A0052,L05,2026-06-01 16:15:38,7
P01266,A0036,L06,2026-06-01 15:51:47,15
P01267,A0044,L04,2026-06-01 07:13:17,28
P01268,A0022,L05,2026-06-01 05:31:34,23
P01269,A0014,L02,2026-06-01 09:30:43,15
P01270,A0032,L03,2026-06-01 18:52:19,1
P01271,A0055,L10,2026-06-01 06:44:58,42
P01272,A0029,L05,2026-06-01 18:40:44,23
P01273,A0059,L02,2026-06-01 17:54:28,24
P01274,A0002,L07,2026-06-01 13:19:05,15
P01275,A0004,L04,2026-06-01 11:58:28,40
P01276,A0036,L11,2026-06-01 16:17:55,5
P01277,A0040,L08,2026-06-01 14:45:27,6
P01278,A0020,L12,2026-06-01 06:22:26,38
P01279,A0040,L12,2026-06-01 06:48:03,41
P01280,A0055,L03,2026-06-01 17:00:25,12
P01281,A0056,L05,2026-06-01 06:07:10,15
P01282,A0051,L12,2026-06-01 11:54:38,43
P01283,A0022,L06,2026-06-01 17:16:11,43
P01284,A0036,L06,2026-06-01 12:05:26,23
P01285,A0023,L07,2026-06-01 12:01:01,35
P01286,A0055,L10,2026-06-01 16:29:12,16
P01287,A0014,L03,2026-06-01 09:38:16,9
P01288,A0012,L06,2026-06-01 06:00:45,33
P01289,A0036,L08,2026-06-01 20:07:14,45
P01290,A0009,L04,2026-06-01 13:18:47,31
P01291,A0042,L03,2026-06-01 17:38:13,18
P01292,A0058,L04,2026-06-01 19:50:09,1
P01293,A0034,L05,2026-06-01 09:58:15,23
P01294,A0055,L11,2026-06-01 16:00:30,8
P01295,A0006,L12,2026-06-01 17:45:24,45
P01296,A0044,L12,2026-06-01 16:06:35,3
P01297,A0007,L06,2026-06-01 20:58:22,38
P01298,A0009,L10,2026-06-01 05:00:16,32
P01299,A0026,L07,2026-06-01 09:42:23,8
P01300,A0009,L01,2026-06-01 18:10:32,31
P01301,A0037,L08,2026-06-01 08:45:33,27
P01302,A0018,L05,2026-06-01 06:08:31,17
P01303,A0040,L07,2026-06-01 08:39:53,16
P01304,A0051,L06,2026-06-01 17:20:47,31
P01305,A0019,L09,2026-06-01 20:03:12,9
P01306,A0007,L04,2026-06-01 09:16:10,45
P01307,A0048,L07,2026-06-01 09:02:28,22
P01308,A0028,L09,2026-06-01 19:07:54,9
P01309,A0016,L06,2026-06-01 08:11:53,10
P01310,A0050,L05,2026-06-01 17:37:00,33
P01311,A0054,L03,2026-06-01 16:15:49,31
P01312,A0058,L02,2026-06-01 05:18:43,43
P01313,A0016,L07,2026-06-01 16:53:20,9
P01314,A0004,L02,2026-06-01 19:29:40,17
P01315,A0016,L11,2026-06-01 06:41:39,28
P01316,A0006,L12,2026-06-01 11:13:55,3
P01317,A0055,L05,2026-06-01 06:47:04,35
P01318,A0029,L07,2026-06-01 08:11:15,25
P01319,A0012,L01,2026-06-01 11:24:49,25
P01320,A0033,L11,2026-06-01 11:07:19,31
P01321,A0036,L12,2026-06-01 13:57:43,38
P01322,A0006,L06,2026-06-01 18:32:12,31
P01323,A0046,L07,2026-06-01 19:05:48,27
P01324,A0041,L10,2026-06-01 09:05:02,32
P01325,A0037,L08,2026-06-01 17:59:31,33
P01326,A0056,L11,2026-06-01 18:29:27,5
P01327,A0038,L05,2026-06-01 07:43:57,19
P01328,A0015,L09,2026-06-01 16:35:04,2
P01329,A0050,L02,2026-06-01 19:06:29,42
P01330,A0009,L10,2026-06-01 14:16:37,5
P01331,A0049,L01,2026-06-01 09:11:50,11
P01332,A0020,L01,2026-06-01 08:20:37,29
P01333,A0009,L08,2026-06-01 18:21:58,11
P01334,A0026,L03,2026-06-01 08:55:43,6
P01335,A0036,L09,2026-06-01 09:07:00,10
P01336,A0006,L08,2026-06-01 19:55:42,38
P01337,A0009,L08,2026-06-01 08:44:43,44
P01338,A0058,L07,2026-06-01 10:08:08,0
P01339,A0024,L02,2026-06-01 12:54:01,13
P01340,A0038,L11,2026-06-01 07:27:53,40
P01341,A0047,L04,2026-06-01 09:09:30,27
P01342,A0003,L02,2026-06-01 07:47:44,28
P01343,A0040,L08,2026-06-01 09:37:15,12
P01344,A0034,L10,2026-06-01 15:03:21,0
P01345,A0014,L11,2026-06-01 15:26:54,31
P01346,A0055,L10,2026-06-01 13:02:31,25
P01347,A0040,L09,2026-06-01 19:14:45,3
P01348,A0052,L01,2026-06-01 18:35:04,17
P01349,A0055,L07,2026-06-01 10:31:39,41
P01350,A0038,L08,2026-06-01 16:10:18,12
P01351,A0037,L06,2026-06-01 17:37:58,43
P01352,A0037,L10,2026-06-01 20:08:56,18
P01353,A0009,L12,2026-06-01 19:53:43,41
P01354,A0040,L08,2026-06-01 11:39:13,18
P01355,A0060,L12,2026-06-01 09:08:11,12
P01356,A0020,L10,2026-06-01 19:31:19,15
P01357,A0009,L09,2026-06-01 06:22:56,16
P01358,A0039,L11,2026-06-01 06:51:04,21
P01359,A0036,L02,2026-06-01 16:35:14,31
P01360,A0031,L06,2026-06-01 05:49:56,35
P01361,A0009,L03,2026-06-01 21:38:42,6
P01362,A0028,L01,2026-06-01 20:51:29,7
P01363,A0014,L10,2026-06-01 16:52:35,2
P01364,A0049,L02,2026-06-01 06:55:13,23
P01365,A0020,L12,2026-06-01 09:48:32,31
P01366,A0013,L03,2026-06-01 18:52:08,7
P01367,A0025,L08,2026-06-01 05:15:53,30
P01368,A0037,L05,2026-06-01 16:17:23,45
P01369,A0025,L06,2026-06-01 17:09:48,33
P01370,A0025,L04,2026-06-01 09:26:58,26
P01371,A0047,L09,2026-06-01 14:01:28,9
P01372,A0002,L12,2026-06-01 10:05:21,20
P01373,A0043,L03,2026-06-01 19:48:02,42
P01374,A0055,L03,2026-06-01 05:40:45,42
P01375,A0051,L05,2026-06-01 18:46:47,20
P01376,A0038,L01,2026-06-01 21:39:58,9
P01377,A0014,L07,2026-06-01 17:56:34,39
P01378,A0026,L11,2026-06-01 18:56:51,41
P01379,A0043,L04,2026-06-01 10:02:34,21
P01380,A0016,L12,2026-06-01 11:33:34,18
P01381,A0026,L02,2026-06-01 18:33:21,40
P01382,A0020,L01,2026-06-01 08:15:53,19
P01383,A0009,L07,2026-06-01 10:46:03,23
P01384,A0031,L11,2026-06-01 16:03:48,41
P01385,A0016,L08,2026-06-01 06:29:21,15
P01386,A0055,L10,2026-06-01 21:54:38,14
P01387,A0038,L05,2026-06-01 07:45:24,33
P01388,A0015,L02,2026-06-01 07:52:49,23
P01389,A0047,L02,2026-06-01 09:53:26,5
P01390,A0012,L01,2026-06-01 17:30:13,28
P01391,A0010,L06,2026-06-01 19:37:35,33
P01392,A0020,L05,2026-06-01 19:28:44,31
P01393,A0025,L03,2026-06-01 07:31:45,29
P01394,A0006,L12,2026-06-01 16:44:13,29
P01395,A0037,L01,2026-06-01 21:23:58,7
P01396,A0029,L07,2026-06-01 08:36:18,2
P01397,A0051,L03,2026-06-01 08:23:19,18
P01398,A0040,L01,2026-06-01 11:50:37,26
P01399,A0007,L05,2026-06-01 12:11:52,31
P01400,A0001,L02,2026-06-01 16:55:02,26
P01401,A0038,L10,2026-06-01 09:57:21,24
P01402,A0037,L12,2026-06-01 11:48:08,32
P01403,A0057,L08,2026-06-01 20:09:55,20
P01404,A0012,L10,2026-06-01 19:24:14,25
P01405,A0037,L09,2026-06-01 09:47:17,41
P01406,A0012,L03,2026-06-01 13:35:41,7
P01407,A0055,L09,2026-06-01 06:36:33,12
P01408,A0037,L09,2026-06-01 10:42:59,34
P01409,A0023,L01,2026-06-01 07:15:53,45
P01410,A0055,L08,2026-06-01 08:25:37,2
P01411,A0040,L01,2026-06-01 07:26:01,33
P01412,A0036,L07,2026-06-01 06:06:34,10
P01413,A0033,L03,2026-06-01 06:09:19,26
P01414,A0058,L03,2026-06-01 08:11:01,45
P01415,A0008,L05,2026-06-01 18:09:26,20
P01416,A0031,L07,2026-06-01 10:03:12,15
P01417,A0016,L10,2026-06-01 09:07:17,3
P01418,A0036,L08,2026-06-01 16:30:01,26
P01419,A0057,L04,2026-06-01 05:17:35,37
P01420,A0058,L02,2026-06-01 07:19:36,26
P01421,A0046,L02,2026-06-01 21:13:50,9
P01422,A0041,L09,2026-06-01 12:34:27,35
P01423,A0046,L01,2026-06-01 09:53:39,18
P01424,A0006,L03,2026-06-01 09:17:38,16
P01425,A0059,L07,2026-06-01 12:37:53,32
P01426,A0033,L01,2026-06-01 06:19:05,25
P01427,A0014,L02,2026-06-01 21:17:56,27
P01428,A0009,L10,2026-06-01 18:56:43,21
P01429,A0057,L05,2026-06-01 20:17:15,42
P01430,A0006,L06,2026-06-01 08:01:58,44
P01431,A0017,L11,2026-06-01 20:00:57,0
P01432,A0058,L03,2026-06-01 19:48:25,34
P01433,A0011,L11,2026-06-01 16:57:53,42
P01434,A0045,L11,2026-06-01 09:52:38,22
P01435,A0016,L03,2026-06-01 05:07:29,23
P01436,A0024,L08,2026-06-01 06:48:17,43
P01437,A0028,L06,2026-06-01 08:51:45,14
P01438,A0028,L08,2026-06-01 05:17:31,45
P01439,A0028,L10,2026-06-01 07:52:40,25
P01440,A0015,L05,2026-06-01 19:10:35,12
P01441,A0036,L12,2026-06-01 17:04:37,8
P01442,A0009,L03,2026-06-01 07:56:33,17
P01443,A0024,L11,2026-06-01 08:43:35,29
P01444,A0001,L07,2026-06-01 16:54:20,27
P01445,A0022,L05,2026-06-01 09:31:23,33
P01446,A0006,L12,2026-06-01 08:58:26,34
P01447,A0046,L06,2026-06-01 07:21:05,36
P01448,A0004,L12,2026-06-01 09:04:58,15
P01449,A0025,L03,2026-06-01 06:40:40,6
P01450,A0004,L08,2026-06-01 16:37:51,40
P01451,A0009,L05,2026-06-01 09:15:21,3
P01452,A0009,L09,2026-06-01 10:49:38,39
P01453,A0045,L02,2026-06-01 16:05:03,2
P01454,A0042,L06,2026-06-01 10:50:08,3
P01455,A0045,L01,2026-06-01 09:04:06,43
P01456,A0008,L09,2026-06-01 09:25:06,39
P01457,A0022,L04,2026-06-01 05:29:24,29
P01458,A0044,L10,2026-06-01 18:41:43,1
P01459,A0047,L09,2026-06-01 07:06:06,0
P01460,A0016,L12,2026-06-01 07:57:36,8
P01461,A0057,L09,2026-06-01 09:30:46,39
P01462,A0045,L03,2026-06-01 06:03:08,19
P01463,A0055,L07,2026-06-01 18:19:37,34
P01464,A0018,L03,2026-06-01 18:18:23,0
P01465,A0051,L10,2026-06-01 17:03:15,32
P01466,A0009,L01,2026-06-01 17:12:40,12
P01467,A0009,L06,2026-06-01 09:44:44,29
P01468,A0016,L12,2026-06-01 08:39:19,26
P01469,A0009,L03,2026-06-01 06:31:14,0
P01470,A0057,L04,2026-06-01 19:39:13,15
P01471,A0038,L12,2026-06-01 14:51:47,24
P01472,A0009,L07,2026-06-01 06:23:00,4
P01473,A0039,L01,2026-06-01 17:18:28,12
P01474,A0056,L10,2026-06-01 14:02:01,12
P01475,A0025,L05,2026-06-01 08:46:11,21
P01476,A0040,L04,2026-06-01 06:11:53,16
P01477,A0013,L01,2026-06-01 11:24:41,7
P01478,A0037,L04,2026-06-01 07:23:51,23
P01479,A0036,L03,2026-06-01 15:56:45,4
P01480,A0016,L03,2026-06-01 11:50:12,12
P01481,A0047,L07,2026-06-01 18:38:27,40
P01482,A0015,L01,2026-06-01 12:54:34,18
P01483,A0019,L06,2026-06-01 08:55:08,32
P01484,A0055,L08,2026-06-01 06:50:30,42
P01485,A0027,L02,2026-06-01 09:48:56,41
P01486,A0050,L06,2026-06-01 19:11:20,45
P01487,A0041,L09,2026-06-01 19:30:17,37
P01488,A0043,L11,2026-06-01 05:13:14,12
P01489,A0046,L04,2026-06-01 18:27:56,24
P01490,A0054,L03,2026-06-01 14:16:35,5
P01491,A0017,L02,2026-06-01 08:14:37,2
P01492,A0048,L09,2026-06-01 19:28:29,27
P01493,A0022,L06,2026-06-01 14:17:24,1
P01494,A0022,L08,2026-06-01 06:22:57,5
P01495,A0034,L09,2026-06-01 16:50:17,14
P01496,A0013,L02,2026-06-01 06:34:12,21
P01497,A0025,L11,2026-06-01 08:47:52,43
P01498,A0032,L04,2026-06-01 11:54:48,45
P01499,A0037,L05,2026-06-01 08:18:52,22
P01500,A0043,L07,2026-06-01 05:30:41,32
P01501,A0019,L07,2026-06-01 07:30:14,33
P01502,A0036,L09,2026-06-01 20:21:50,5
P01503,A0036,L04,2026-06-01 19:13:28,28
P01504,A0009,L01,2026-06-01 17:19:47,0
P01505,A0009,L11,2026-06-01 14:14:26,27
P01506,A0059,L07,2026-06-01 21:19:20,37
P01507,A0003,L10,2026-06-01 11:09:21,36
P01508,A0056,L10,2026-06-01 15:24:13,25
P01509,A0009,L09,2026-06-01 19:06:21,36
P01510,A0046,L11,2026-06-01 10:10:06,43
P01511,A0040,L03,2026-06-01 09:01:11,12
P01512,A0009,L07,2026-06-01 07:18:42,33
P01513,A0009,L08,2026-06-01 06:10:20,26
P01514,A0020,L03,2026-06-01 11:34:26,30
P01515,A0009,L07,2026-06-01 12:08:55,13
P01516,A0035,L07,2026-06-01 20:10:38,36
P01517,A0035,L10,2026-06-01 09:17:12,0
P01518,A0018,L08,2026-06-01 09:38:51,15
P01519,A0052,L06,2026-06-01 20:29:29,36
P01520,A0006,L12,2026-06-01 09:22:44,45
P01521,A0004,L07,2026-06-01 17:26:15,11
P01522,A0026,L12,2026-06-01 19:58:42,11
P01523,A0014,L10,2026-06-01 06:15:56,10
P01524,A0032,L11,2026-06-01 16:44:46,13
P01525,A0009,L07,2026-06-01 21:07:23,4
P01526,A0014,L09,2026-06-01 14:26:28,10
P01527,A0030,L04,2026-06-01 19:01:04,40
P01528,A0060,L11,2026-06-01 15:21:47,25
P01529,A0024,L07,2026-06-01 08:07:45,8
P01530,A0006,L11,2026-06-01 20:29:04,5
P01531,A0040,L11,2026-06-01 09:08:30,17
P01532,A0020,L03,2026-06-01 10:11:18,7
P01533,A0047,L12,2026-06-01 16:42:48,0
P01534,A0058,L05,2026-06-01 08:11:13,45
P01535,A0005,L11,2026-06-01 19:44:03,40
P01536,A0051,L11,2026-06-01 16:24:44,19
P01537,A0045,L01,2026-06-01 16:49:24,12
P01538,A0015,L06,2026-06-01 12:05:01,26
P01539,A0004,L01,2026-06-01 07:43:42,4
P01540,A0027,L02,2026-06-01 11:46:10,2
P01541,A0025,L09,2026-06-01 08:20:35,40
P01542,A0024,L10,2026-06-01 09:27:07,14
P01543,A0026,L02,2026-06-01 17:00:25,41
P01544,A0036,L01,2026-06-01 19:14:04,42
P01545,A0032,L11,2026-06-01 16:04:56,13
P01546,A0022,L05,2026-06-01 20:06:45,34
P01547,A0053,L03,2026-06-01 06:38:20,40
P01548,A0014,L07,2026-06-01 17:21:11,40
P01549,A0060,L06,2026-06-01 20:04:21,1
P01550,A0029,L10,2026-06-01 17:32:37,45
P01551,A0002,L04,2026-06-01 06:19:15,27
P01552,A0015,L10,2026-06-01 07:23:31,18
P01553,A0025,L03,2026-06-01 16:15:59,38
P01554,A0045,L12,2026-06-01 11:17:20,41
P01555,A0006,L09,2026-06-01 15:41:52,18
P01556,A0004,L04,2026-06-01 14:21:15,13
P01557,A0037,L01,2026-06-01 12:51:43,44
P01558,A0009,L04,2026-06-01 19:33:20,11
P01559,A0045,L11,2026-06-01 09:04:12,3
P01560,A0057,L03,2026-06-01 11:05:11,37
P01561,A0040,L04,2026-06-01 06:27:46,29
P01562,A0035,L03,2026-06-01 12:27:11,38
P01563,A0015,L05,2026-06-01 09:40:12,17
P01564,A0038,L02,2026-06-01 14:25:24,10
P01565,A0037,L08,2026-06-01 19:48:09,30
P01566,A0003,L07,2026-06-01 16:48:58,19
P01567,A0016,L09,2026-06-01 07:16:24,29
P01568,A0035,L08,2026-06-01 09:04:21,8
P01569,A0006,L08,2026-06-01 07:00:00,32
P01570,A0009,L06,2026-06-01 19:25:47,23
P01571,A0016,L08,2026-06-01 06:26:56,2
P01572,A0016,L07,2026-06-01 11:12:48,27
P01573,A0030,L12,2026-06-01 09:40:44,23
P01574,A0014,L01,2026-06-01 19:47:15,15
P01575,A0038,L01,2026-06-01 14:40:45,43
P01576,A0004,L12,2026-06-01 17:16:38,29
P01577,A0059,L03,2026-06-01 07:00:07,5
P01578,A0055,L12,2026-06-01 15:45:37,5
P01579,A0051,L04,2026-06-01 11:53:27,16
P01580,A0060,L05,2026-06-01 19:37:19,26
P01581,A0012,L02,2026-06-01 18:52:09,17
P01582,A0009,L12,2026-06-01 18:00:10,31
P01583,A0001,L02,2026-06-01 09:33:26,41
P01584,A0033,L12,2026-06-01 17:23:11,45
P01585,A0017,L04,2026-06-01 16:28:36,13
P01586,A0023,L04,2026-06-01 07:51:48,12
P01587,A0031,L07,2026-06-01 16:55:40,10
P01588,A0011,L05,2026-06-01 06:17:04,21
P01589,A0004,L10,2026-06-01 09:43:48,6
P01590,A0002,L01,2026-06-01 06:42:37,2
P01591,A0013,L04,2026-06-01 16:24:38,33
P01592,A0009,L08,2026-06-01 18:38:27,21
P01593,A0041,L11,2026-06-01 14:52:15,23
P01594,A0009,L07,2026-06-01 16:22:55,21
P01595,A0013,L01,2026-06-01 19:46:53,8
P01596,A0004,L10,2026-06-01 08:44:48,15
P01597,A0041,L08,2026-06-01 19:32:26,42
P01598,A0024,L01,2026-06-01 14:01:40,23
P01599,A0006,L12,2026-06-01 09:14:38,31
P01600,A0043,L12,2026-06-01 16:22:27,30
P01601,A0036,L12,2026-06-01 15:18:38,12
P01602,A0006,L03,2026-06-01 21:02:08,31
P01603,A0012,L05,2026-06-01 21:55:29,10
P01604,A0046,L02,2026-06-01 17:15:13,10
P01605,A0036,L12,2026-06-01 09:45:01,10
P01606,A0006,L07,2026-06-01 12:46:16,42
P01607,A0037,L11,2026-06-01 07:59:34,40
P01608,A0009,L08,2026-06-01 08:55:14,36
P01609,A0016,L02,2026-06-01 19:58:45,24
P01610,A0006,L11,2026-06-01 15:51:14,14
P01611,A0031,L02,2026-06-01 06:05:21,37
P01612,A0024,L12,2026-06-01 14:08:54,20
P01613,A0042,L10,2026-06-01 13:03:37,34
P01614,A0024,L07,2026-06-01 14:49:23,43
P01615,A0006,L09,2026-06-01 17:06:25,0
P01616,A0047,L08,2026-06-01 08:53:14,31
P01617,A0059,L08,2026-06-01 08:09:47,42
P01618,A0014,L01,2026-06-01 18:32:44,7
P01619,A0032,L12,2026-06-01 17:31:18,45
P01620,A0042,L01,2026-06-01 14:09:52,45
P01621,A0009,L12,2026-06-01 12:44:47,3
P01622,A0022,L08,2026-06-01 13:52:42,10
P01623,A0003,L09,2026-06-01 19:43:30,22
P01624,A0020,L07,2026-06-01 08:18:44,12
P01625,A0014,L09,2026-06-01 17:20:48,37
P01626,A0007,L12,2026-06-01 07:36:08,28
P01627,A0014,L08,2026-06-01 07:13:13,12
P01628,A0006,L01,2026-06-01 16:43:50,9
P01629,A0042,L07,2026-06-01 17:59:03,6
P01630,A0039,L08,2026-06-01 06:07:32,41
P01631,A0037,L10,2026-06-01 17:40:46,25
P01632,A0015,L01,2026-06-01 09:31:19,44
P01633,A0016,L03,2026-06-01 19:49:44,42
P01634,A0036,L02,2026-06-01 15:17:40,41
P01635,A0045,L06,2026-06-01 06:05:07,31
P01636,A0055,L11,2026-06-01 12:01:37,36
P01637,A0054,L08,2026-06-01 06:50:37,11
P01638,A0016,L08,2026-06-01 15:19:36,8
P01639,A0013,L06,2026-06-01 07:25:52,44
P01640,A0003,L07,2026-06-01 19:04:33,37
P01641,A0047,L12,2026-06-01 10:48:48,13
P01642,A0036,L02,2026-06-01 07:00:35,28
P01643,A0036,L02,2026-06-01 07:41:10,5
P01644,A0009,L05,2026-06-01 05:05:07,32
P01645,A0004,L06,2026-06-01 11:27:42,0
P01646,A0015,L05,2026-06-01 08:42:34,28
P01647,A0017,L10,2026-06-01 18:33:58,22
P01648,A0029,L09,2026-06-01 16:42:52,2
P01649,A0029,L01,2026-06-01 08:54:53,13
P01650,A0017,L10,2026-06-01 18:17:08,39
P01651,A0044,L02,2026-06-01 18:24:41,10
P01652,A0043,L08,2026-06-01 08:43:27,44
P01653,A0018,L09,2026-06-01 08:40:44,41
P01654,A0024,L12,2026-06-01 17:26:52,9
P01655,A0036,L07,2026-06-01 17:04:17,7
P01656,A0047,L02,2026-06-01 19:04:21,40
P01657,A0012,L06,2026-06-01 13:09:55,14
P01658,A0032,L01,2026-06-01 07:24:06,7
P01659,A0022,L09,2026-06-01 13:37:52,31
P01660,A0013,L09,2026-06-01 08:35:17,38
P01661,A0013,L01,2026-06-01 09:11:22,43
P01662,A0047,L09,2026-06-01 19:30:37,8
P01663,A0031,L01,2026-06-01 17:42:08,9
P01664,A0042,L10,2026-06-01 05:58:46,40
P01665,A0041,L12,2026-06-01 15:45:29,11
P01666,A0045,L06,2026-06-01 21:18:17,27
P01667,A0051,L12,2026-06-01 12:19:40,5
P01668,A0035,L07,2026-06-01 10:40:05,4
P01669,A0029,L02,2026-06-01 06:05:47,18
P01670,A0040,L08,2026-06-01 05:27:43,32
P01671,A0017,L08,2026-06-01 16:25:00,39
P01672,A0024,L12,2026-06-01 09:44:34,22
P01673,A0015,L12,2026-06-01 16:38:28,10
P01674,A0058,L09,2026-06-01 11:04:23,8
P01675,A0050,L06,2026-06-01 15:31:24,10
P01676,A0041,L02,2026-06-01 07:53:34,7
P01677,A0034,L05,2026-06-01 18:13:00,40
P01678,A0053,L07,2026-06-01 08:59:59,41
P01679,A0050,L01,2026-06-01 20:03:22,0
P01680,A0027,L08,2026-06-01 08:06:00,22
P01681,A0009,L03,2026-06-01 16:06:27,31
P01682,A0025,L02,2026-06-01 17:26:07,31
P01683,A0001,L03,2026-06-01 13:14:30,25
P01684,A0041,L05,2026-06-01 17:34:51,17
P01685,A0014,L08,2026-06-01 19:10:08,22
P01686,A0036,L01,2026-06-01 17:07:12,18
P01687,A0006,L03,2026-06-01 18:57:02,10
P01688,A0009,L04,2026-06-01 13:07:26,31
P01689,A0040,L08,2026-06-01 11:20:48,25
P01690,A0049,L12,2026-06-01 15:08:07,6
P01691,A0003,L03,2026-06-01 06:49:43,15
P01692,A0007,L11,2026-06-01 15:38:47,0
P01693,A0036,L08,2026-06-01 09:05:48,27
P01694,A0015,L10,2026-06-01 07:15:17,7
P01695,A0031,L12,2026-06-01 09:12:30,45
P01696,A0014,L12,2026-06-01 11:12:54,37
P01697,A0056,L11,2026-06-01 06:08:25,2
P01698,A0032,L04,2026-06-01 15:01:39,12
P01699,A0012,L01,2026-06-01 18:44:40,14
P01700,A0027,L06,2026-06-01 16:32:27,41
P01701,A0007,L05,2026-06-01 08:17:22,45
P01702,A0025,L04,2026-06-01 06:11:02,0
P01703,A0007,L11,2026-06-01 12:18:30,17
P01704,A0029,L02,2026-06-01 18:31:23,21
P01705,A0004,L02,2026-06-01 06:43:35,8
P01706,A0009,L06,2026-06-01 14:47:49,37
P01707,A0052,L10,2026-06-01 18:13:37,24
P01708,A0012,L02,2026-06-01 06:02:37,41
P01709,A0024,L04,2026-06-01 10:04:34,39
P01710,A0037,L05,2026-06-01 12:34:46,9
P01711,A0006,L03,2026-06-01 08:57:56,35
P01712,A0038,L06,2026-06-01 16:58:27,4
P01713,A0038,L07,2026-06-01 16:10:38,17
P01714,A0014,L03,2026-06-01 06:50:44,12
P01715,A0020,L08,2026-06-01 16:10:28,32
P01716,A0016,L09,2026-06-01 15:38:17,13
P01717,A0023,L01,2026-06-01 07:37:44,0
P01718,A0050,L08,2026-06-01 18:19:54,14
P01719,A0034,L12,2026-06-01 06:10:14,2
P01720,A0047,L04,2026-06-01 07:56:17,8
P01721,A0009,L01,2026-06-01 17:52:13,34
P01722,A0015,L01,2026-06-01 18:20:05,45
P01723,A0040,L05,2026-06-01 15:57:39,18
P01724,A0006,L01,2026-06-01 16:52:22,14
P01725,A0032,L03,2026-06-01 06:34:42,37
P01726,A0014,L12,2026-06-01 15:41:16,40
P01727,A0057,L10,2026-06-01 19:14:20,17
P01728,A0009,L10,2026-06-01 19:09:28,14
P01729,A0009,L07,2026-06-01 19:05:31,11
P01730,A0047,L03,2026-06-01 11:12:36,31
P01731,A0023,L11,2026-06-01 08:10:56,11
P01732,A0020,L11,2026-06-01 16:09:04,27
P01733,A0015,L08,2026-06-01 15:06:46,33
P01734,A0017,L12,2026-06-01 05:38:06,24
P01735,A0016,L01,2026-06-01 06:48:53,41
P01736,A0006,L03,2026-06-01 06:17:09,40
P01737,A0016,L01,2026-06-01 05:50:06,34
P01738,A0037,L12,2026-06-01 07:30:48,36
P01739,A0045,L03,2026-06-01 09:09:15,3
P01740,A0037,L12,2026-06-01 06:01:52,2
P01741,A0014,L09,2026-06-01 09:09:00,14
P01742,A0004,L04,2026-06-01 17:22:41,18
P01743,A0027,L11,2026-06-01 16:31:10,7
P01744,A0027,L02,2026-06-01 13:22:04,39
P01745,A0009,L02,2026-06-01 16:57:02,38
P01746,A0019,L03,2026-06-01 18:38:11,43
P01747,A0044,L03,2026-06-01 13:39:52,18
P01748,A0038,L02,2026-06-01 09:42:23,16
P01749,A0006,L02,2026-06-01 11:49:41,9
P01750,A0036,L03,2026-06-01 19:52:04,7
P01751,A0054,L07,2026-06-01 13:09:05,20
P01752,A0006,L03,2026-06-01 14:20:31,27
P01753,A0038,L12,2026-06-01 14:08:51,41
P01754,A0015,L07,2026-06-01 19:34:34,31
P01755,A0047,L09,2026-06-01 15:05:37,45
P01756,A0025,L09,2026-06-01 17:44:05,15
P01757,A0040,L01,2026-06-01 06:23:35,30
P01758,A0017,L02,2026-06-01 08:23:54,8
P01759,A0034,L08,2026-06-01 09:15:13,14
P01760,A0008,L12,2026-06-01 07:24:46,1
P01761,A0014,L07,2026-06-01 16:42:37,4
P01762,A0038,L10,2026-06-01 05:09:23,9
P01763,A0011,L04,2026-06-01 09:09:48,11
P01764,A0037,L12,2026-06-01 08:30:26,21
P01765,A0045,L11,2026-06-01 18:07:09,3
